Date,PartID,PartName,ServiceCenter,VehicleModel,QtyOrdered,UnitCost,LeadTimeDays
2/22/2024,P020,Radiator,Fremont,Model Y,357,1009,18
2/29/2024,P006,Coolant Pump,New York,Model 3,448,1543,20
4/17/2024,P003,Windshield,Shanghai,Model S,105,842,11
1/5/2024,P013,Fuse Box,Shanghai,Model Y,349,1382,19
4/12/2024,P015,Motor Assembly,Berlin,Model Y,23,589,18
7/14/2024,P006,Steering Wheel,Fremont,Model 3,448,191,21
9/18/2024,P009,Mirror Assembly,Austin,Model Y,191,682,3
12/30/2024,P010,Charging Cable,Shanghai,Model Y,468,1855,16
12/15/2024,P009,Door Handle,Austin,Cybertruck,10,1407,15
2/16/2024,P018,Windshield,Shanghai,Cybertruck,340,965,7
12/20/2024,P009,Door Handle,Berlin,Model X,157,1382,15
11/6/2024,P018,Bumper Cover,Austin,Model Y,77,1085,7
11/3/2024,P009,Infotainment Screen,Shanghai,Model S,382,643,18
5/23/2024,P005,Suspension Arm,Fremont,Model Y,176,453,8
9/25/2024,P013,Radiator,Berlin,Model Y,484,1541,8
5/3/2024,P012,AC Compressor,Fremont,Model S,2,1917,24
4/15/2024,P009,Coolant Pump,Austin,Model 3,153,372,24
6/6/2024,P019,Motor Assembly,Berlin,Model 3,182,1864,25
5/26/2024,P020,Charging Cable,Fremont,Cybertruck,404,1318,9
5/24/2024,P001,Charging Cable,New York,Model 3,346,1313,23
4/29/2024,P011,Steering Wheel,Austin,Model Y,7,860,15
11/14/2024,P005,Motor Assembly,Fremont,Model S,268,1065,21
10/1/2024,P007,Coolant Pump,New York,Model Y,166,303,24
4/1/2024,P013,Radiator,Shanghai,Model X,141,1608,26
2/27/2024,P006,Brake Pad Set,New York,Model S,134,1062,4
12/11/2024,P013,Suspension Arm,New York,Model 3,180,343,7
8/16/2024,P006,Steering Wheel,New York,Cybertruck,76,840,22
4/26/2024,P015,Brake Pad Set,Austin,Model X,123,1139,24
11/13/2024,P008,Battery Module,Berlin,Model Y,67,1310,25
10/5/2024,P011,Brake Pad Set,New York,Model Y,126,165,16
5/6/2024,P010,Brake Pad Set,Austin,Model Y,191,954,12
5/8/2024,P009,Headlight Assembly,Shanghai,Model X,71,1597,29
2/27/2024,P004,Fuse Box,Austin,Model X,373,1014,9
5/1/2024,P014,Mirror Assembly,Berlin,Model S,450,646,29
1/1/2024,P004,Suspension Arm,New York,Model Y,235,549,16
8/26/2024,P015,Mirror Assembly,New York,Cybertruck,480,1010,11
10/16/2024,P010,Battery Module,Fremont,Model 3,384,1343,25
4/5/2024,P014,Motor Assembly,Fremont,Model X,126,1526,18
5/5/2024,P006,Radiator,Austin,Model 3,224,129,24
4/27/2024,P016,Brake Pad Set,New York,Model S,390,1697,28
2/17/2024,P012,Fuse Box,Shanghai,Cybertruck,47,578,16
3/29/2024,P004,Seat Belt Kit,Shanghai,Model X,273,449,7
8/24/2024,P001,Door Handle,Austin,Model S,431,1154,21
9/28/2024,P004,Radiator,New York,Model 3,429,381,16
7/7/2024,P013,AC Compressor,Berlin,Model S,471,516,9
7/10/2024,P007,Windshield,Fremont,Cybertruck,296,674,27
3/9/2024,P015,Door Handle,Berlin,Model Y,25,609,3
10/4/2024,P006,Infotainment Screen,Shanghai,Model 3,11,924,24
12/14/2024,P014,Seat Belt Kit,Berlin,Model Y,364,633,13
9/3/2024,P018,Suspension Arm,Fremont,Model S,141,1561,7
3/16/2024,P004,Bumper Cover,Austin,Cybertruck,117,1728,25
6/2/2024,P001,Coolant Pump,Fremont,Model Y,133,408,25
5/23/2024,P003,Door Handle,Berlin,Model Y,44,1035,19
3/26/2024,P013,Battery Module,New York,Cybertruck,236,773,7
7/3/2024,P018,Radiator,Shanghai,Model 3,286,1776,6
10/11/2024,P004,Charging Cable,New York,Model S,68,489,21
8/7/2024,P004,Seat Belt Kit,Berlin,Model Y,322,1665,11
3/9/2024,P011,AC Compressor,Fremont,Model S,425,1283,26
2/16/2024,P014,Windshield,New York,Model X,46,1364,11
4/3/2024,P007,Coolant Pump,Austin,Model X,53,758,3
8/25/2024,P003,AC Compressor,Berlin,Model Y,362,298,17
7/22/2024,P007,Mirror Assembly,Shanghai,Model 3,228,1233,29
8/5/2024,P008,Windshield,Berlin,Model X,233,611,14
12/6/2024,P012,AC Compressor,Berlin,Model 3,136,1665,7
2/8/2024,P007,Brake Pad Set,Austin,Cybertruck,93,1045,17
4/9/2024,P016,AC Compressor,Fremont,Model X,322,925,4
10/15/2024,P017,Windshield,Berlin,Model 3,322,1475,12
9/10/2024,P004,Battery Module,New York,Model X,441,520,25
8/9/2024,P017,Mirror Assembly,New York,Model Y,329,241,29
12/22/2024,P018,Air Filter,New York,Model S,159,988,15
1/23/2024,P004,Shock Absorber,New York,Model Y,358,1585,8
9/6/2024,P017,Charging Cable,Fremont,Model 3,337,1144,22
1/10/2024,P015,Shock Absorber,Fremont,Model X,271,1489,25
9/2/2024,P017,AC Compressor,New York,Cybertruck,469,965,21
11/20/2024,P013,Brake Pad Set,Shanghai,Cybertruck,62,1228,9
4/9/2024,P003,Coolant Pump,Fremont,Model S,118,903,8
10/16/2024,P012,Windshield,Berlin,Model Y,465,1417,19
6/28/2024,P017,Fuse Box,Fremont,Model 3,334,1458,23
8/10/2024,P007,Headlight Assembly,Shanghai,Cybertruck,94,1350,26
9/6/2024,P007,Air Filter,Fremont,Model Y,427,597,10
5/26/2024,P011,Door Handle,Fremont,Model Y,242,1723,8
4/5/2024,P016,Door Handle,Berlin,Cybertruck,327,988,7
9/13/2024,P004,Suspension Arm,Austin,Cybertruck,397,1799,22
11/20/2024,P016,Steering Wheel,Austin,Cybertruck,464,1780,25
1/4/2024,P005,Seat Belt Kit,Shanghai,Model Y,296,696,20
1/16/2024,P019,Mirror Assembly,Austin,Model Y,143,248,15
10/6/2024,P014,Coolant Pump,Shanghai,Model S,41,596,19
12/1/2024,P007,Bumper Cover,Fremont,Model X,498,676,24
9/3/2024,P009,Infotainment Screen,Fremont,Model X,217,1176,18
9/14/2024,P013,Headlight Assembly,Berlin,Model Y,304,370,29
6/8/2024,P016,Brake Pad Set,Shanghai,Model 3,334,1363,21
12/5/2024,P004,Door Handle,Fremont,Model X,65,832,29
5/31/2024,P007,Radiator,Austin,Model 3,234,1397,5
6/26/2024,P003,Tire Set,Shanghai,Model Y,155,313,7
6/11/2024,P020,Coolant Pump,Fremont,Model X,45,522,16
2/2/2024,P015,Fuse Box,New York,Model X,450,1414,20
6/27/2024,P014,AC Compressor,Austin,Model X,94,1487,24
4/10/2024,P007,Motor Assembly,Shanghai,Model Y,341,396,20
9/24/2024,P018,Shock Absorber,Fremont,Model S,452,959,13
11/18/2024,P005,Door Handle,Austin,Model Y,368,1009,18
3/5/2024,P020,Motor Assembly,Austin,Model Y,386,1241,7
6/16/2024,P008,Radiator,Austin,Model Y,315,1090,11
11/25/2024,P020,Coolant Pump,New York,Model Y,450,642,12
2/12/2024,P018,Mirror Assembly,Austin,Model 3,81,1588,20
2/13/2024,P019,Windshield,Fremont,Model S,167,382,18
10/11/2024,P020,Air Filter,Fremont,Cybertruck,181,1121,6
1/12/2024,P003,Bumper Cover,Austin,Model Y,118,321,18
4/4/2024,P006,Battery Module,New York,Cybertruck,431,1042,9
10/28/2024,P018,Coolant Pump,Fremont,Model 3,421,525,16
9/9/2024,P015,Shock Absorber,Fremont,Model 3,388,1787,4
8/29/2024,P014,AC Compressor,Austin,Model X,28,1457,19
2/4/2024,P008,Coolant Pump,Shanghai,Model X,250,1536,17
8/2/2024,P011,Steering Wheel,Shanghai,Model S,64,81,24
12/2/2024,P011,Charging Cable,Berlin,Model X,289,964,10
3/30/2024,P012,Windshield,Shanghai,Model S,474,656,13
9/20/2024,P016,Coolant Pump,New York,Cybertruck,400,1517,25
4/2/2024,P007,Radiator,Fremont,Model S,130,1949,27
3/30/2024,P003,Mirror Assembly,New York,Cybertruck,236,1561,7
4/24/2024,P002,Fuse Box,Berlin,Model S,387,1363,29
4/14/2024,P003,Coolant Pump,New York,Model X,380,1569,26
7/14/2024,P008,Tire Set,Berlin,Model X,69,401,14
11/9/2024,P020,Windshield,New York,Model 3,105,999,22
4/23/2024,P008,Coolant Pump,Berlin,Model X,457,1943,19
3/15/2024,P004,Motor Assembly,Fremont,Model S,262,784,16
8/4/2024,P013,Seat Belt Kit,Berlin,Model X,75,844,11
10/3/2024,P017,Coolant Pump,Shanghai,Model Y,424,1363,14
9/5/2024,P018,Windshield,Austin,Model X,191,551,16
6/12/2024,P005,Infotainment Screen,Berlin,Cybertruck,272,1490,6
12/22/2024,P012,Radiator,Berlin,Cybertruck,426,1995,5
7/10/2024,P002,Battery Module,Berlin,Model 3,221,1724,3
8/14/2024,P010,Motor Assembly,Austin,Model S,67,1535,18
6/25/2024,P007,Coolant Pump,Shanghai,Cybertruck,264,1413,5
4/8/2024,P015,Bumper Cover,Shanghai,Cybertruck,59,1110,28
2/5/2024,P007,Suspension Arm,Austin,Model 3,279,736,19
4/5/2024,P015,Battery Module,Shanghai,Model 3,481,1489,8
5/31/2024,P016,Bumper Cover,Austin,Model X,134,1735,19
5/30/2024,P001,Windshield,Berlin,Cybertruck,371,1556,21
7/8/2024,P015,Motor Assembly,Fremont,Model 3,427,600,12
8/11/2024,P003,Steering Wheel,New York,Cybertruck,489,1328,7
2/6/2024,P010,Radiator,New York,Cybertruck,309,50,7
9/24/2024,P016,Fuse Box,Berlin,Model 3,304,830,4
7/1/2024,P002,Windshield,Austin,Model S,423,240,3
1/13/2024,P017,Suspension Arm,Fremont,Model S,424,1697,3
10/5/2024,P001,Motor Assembly,Berlin,Model Y,112,1138,6
8/4/2024,P004,Tire Set,Berlin,Model S,248,533,16
12/20/2024,P011,Coolant Pump,Berlin,Cybertruck,87,1778,8
12/26/2024,P017,Radiator,New York,Cybertruck,390,361,27
10/12/2024,P002,Air Filter,Berlin,Cybertruck,196,1728,10
9/29/2024,P001,Headlight Assembly,New York,Model S,487,786,8
3/2/2024,P006,Brake Pad Set,Shanghai,Model Y,490,1868,24
3/24/2024,P011,Steering Wheel,Berlin,Model X,330,987,29
8/4/2024,P004,Suspension Arm,Fremont,Cybertruck,121,1671,9
12/7/2024,P011,Radiator,New York,Model Y,204,1626,6
7/5/2024,P005,Battery Module,Austin,Model 3,91,340,19
1/19/2024,P010,Mirror Assembly,Shanghai,Model S,312,149,20
6/25/2024,P005,Steering Wheel,Berlin,Model X,347,1590,20
4/9/2024,P003,Infotainment Screen,New York,Model 3,359,755,16
8/20/2024,P006,Seat Belt Kit,Austin,Model Y,111,1221,24
3/16/2024,P013,Infotainment Screen,Berlin,Model 3,330,1092,4
9/21/2024,P016,Tire Set,New York,Model 3,322,526,5
10/10/2024,P007,AC Compressor,Berlin,Cybertruck,250,61,24
7/24/2024,P018,Mirror Assembly,New York,Cybertruck,224,185,8
8/10/2024,P003,Tire Set,Fremont,Model S,7,1996,11
2/21/2024,P006,Steering Wheel,Fremont,Model X,32,1568,28
12/4/2024,P010,Air Filter,Shanghai,Model 3,495,1133,8
5/23/2024,P016,Infotainment Screen,Fremont,Model Y,43,644,16
3/9/2024,P013,Windshield,Fremont,Model 3,400,1527,6
4/8/2024,P009,Suspension Arm,Berlin,Model 3,39,1600,14
1/25/2024,P016,Fuse Box,Austin,Model S,173,1010,10
2/22/2024,P011,Coolant Pump,New York,Cybertruck,273,456,12
5/30/2024,P009,Brake Pad Set,New York,Cybertruck,495,590,25
5/23/2024,P010,Suspension Arm,Shanghai,Model S,413,815,28
2/26/2024,P011,Tire Set,Fremont,Cybertruck,224,288,21
2/8/2024,P015,Steering Wheel,Shanghai,Model 3,348,1132,23
4/18/2024,P013,Battery Module,Berlin,Cybertruck,497,1328,10
6/29/2024,P017,AC Compressor,Shanghai,Model S,450,1105,7
2/11/2024,P004,Infotainment Screen,Austin,Model S,410,1198,6
7/4/2024,P011,Steering Wheel,Fremont,Model 3,142,721,14
8/10/2024,P001,Air Filter,New York,Cybertruck,343,1435,5
5/1/2024,P001,Coolant Pump,New York,Model 3,289,1399,5
5/12/2024,P003,Coolant Pump,New York,Model Y,136,610,29
6/11/2024,P015,Motor Assembly,Shanghai,Model S,414,1057,8
8/2/2024,P001,Battery Module,New York,Model X,222,652,27
8/8/2024,P016,Motor Assembly,Fremont,Model X,3,1579,4
8/22/2024,P017,Tire Set,Berlin,Model S,44,196,16
11/26/2024,P009,Door Handle,Shanghai,Model X,83,1440,10
5/25/2024,P005,AC Compressor,Shanghai,Model 3,304,1547,28
8/26/2024,P006,Shock Absorber,Fremont,Model Y,369,866,16
3/16/2024,P015,Mirror Assembly,Austin,Cybertruck,231,615,16
1/9/2024,P009,Motor Assembly,Austin,Model Y,236,865,16
3/14/2024,P003,Battery Module,Berlin,Model X,397,1969,7
9/9/2024,P019,Brake Pad Set,Fremont,Model X,11,688,27
8/17/2024,P013,Charging Cable,Berlin,Cybertruck,45,1840,23
1/7/2024,P013,Brake Pad Set,Austin,Model X,85,1517,3
6/22/2024,P003,Door Handle,New York,Cybertruck,26,400,14
5/20/2024,P020,Battery Module,Shanghai,Model X,266,329,13
6/16/2024,P014,AC Compressor,New York,Cybertruck,125,1360,18
6/18/2024,P002,Headlight Assembly,Austin,Model 3,213,849,22
10/9/2024,P010,Shock Absorber,Berlin,Cybertruck,269,1048,24
5/1/2024,P009,Battery Module,Austin,Model S,167,396,5
7/12/2024,P013,Headlight Assembly,New York,Model Y,110,1950,15
1/5/2024,P011,Mirror Assembly,Fremont,Model Y,334,1724,22
1/29/2024,P002,Radiator,Fremont,Model S,397,490,4
6/13/2024,P016,Brake Pad Set,Berlin,Model 3,72,1240,7
12/4/2024,P005,Brake Pad Set,Berlin,Model 3,492,664,9
5/15/2024,P001,Mirror Assembly,Shanghai,Model X,336,1410,3
12/30/2024,P008,Tire Set,New York,Model 3,320,367,28
11/16/2024,P016,Radiator,Berlin,Model X,93,707,20
12/7/2024,P014,Seat Belt Kit,Berlin,Model X,72,131,10
5/24/2024,P002,Tire Set,New York,Cybertruck,130,683,15
11/22/2024,P018,Steering Wheel,Shanghai,Model X,341,1856,21
8/4/2024,P007,Shock Absorber,Shanghai,Model 3,421,653,10
10/27/2024,P012,Brake Pad Set,Austin,Model 3,324,1022,29
5/11/2024,P015,AC Compressor,New York,Model X,140,596,16
10/18/2024,P002,Air Filter,Fremont,Cybertruck,99,737,9
3/10/2024,P017,Windshield,Fremont,Model S,432,499,6
9/8/2024,P011,Steering Wheel,Fremont,Model X,256,1510,28
10/1/2024,P002,Brake Pad Set,New York,Cybertruck,157,1529,10
12/29/2024,P019,Seat Belt Kit,New York,Model Y,458,300,3
6/30/2024,P005,Windshield,Shanghai,Model 3,308,1282,9
6/15/2024,P017,Door Handle,Austin,Model S,464,753,12
3/31/2024,P016,Bumper Cover,Austin,Model S,29,1814,8
7/20/2024,P013,Coolant Pump,Shanghai,Model S,246,1374,12
12/11/2024,P013,Brake Pad Set,New York,Model Y,266,866,17
1/19/2024,P013,Battery Module,New York,Model 3,55,932,3
2/8/2024,P005,Infotainment Screen,New York,Model S,259,1237,21
5/5/2024,P005,Coolant Pump,Fremont,Model 3,492,1106,26
6/21/2024,P020,Tire Set,Shanghai,Model 3,4,1029,20
5/20/2024,P019,Air Filter,New York,Model Y,24,870,20
8/29/2024,P007,Charging Cable,Shanghai,Model Y,266,1499,7
8/7/2024,P011,Battery Module,Austin,Model Y,375,1849,22
5/5/2024,P001,Suspension Arm,Fremont,Model Y,418,657,20
2/27/2024,P007,Infotainment Screen,Austin,Model Y,381,568,21
5/27/2024,P003,Fuse Box,Shanghai,Model X,347,1573,27
11/12/2024,P013,AC Compressor,Austin,Model X,457,1746,13
12/26/2024,P003,Coolant Pump,Berlin,Cybertruck,105,839,6
1/1/2024,P006,Fuse Box,Shanghai,Model 3,226,1685,18
12/13/2024,P015,Seat Belt Kit,Shanghai,Cybertruck,493,378,24
7/8/2024,P004,Brake Pad Set,Shanghai,Model 3,259,869,16
7/9/2024,P005,Fuse Box,New York,Model 3,484,1995,25
11/7/2024,P003,AC Compressor,Fremont,Model S,97,1657,3
4/26/2024,P019,Air Filter,Fremont,Model 3,249,147,19
5/13/2024,P016,Bumper Cover,New York,Model Y,350,461,7
2/27/2024,P017,Headlight Assembly,Austin,Model Y,69,510,19
2/13/2024,P009,Radiator,New York,Model S,338,1094,26
6/21/2024,P009,Windshield,Berlin,Model X,99,1407,9
6/8/2024,P014,AC Compressor,Shanghai,Model X,262,551,22
6/21/2024,P011,Door Handle,New York,Model X,151,917,12
11/12/2024,P010,Charging Cable,Fremont,Model Y,160,1560,12
10/29/2024,P005,Coolant Pump,Austin,Model S,364,927,21
5/28/2024,P004,Door Handle,Fremont,Model X,15,1455,27
3/20/2024,P011,Battery Module,New York,Model Y,474,1083,18
7/31/2024,P006,Charging Cable,New York,Model X,488,149,25
7/21/2024,P002,Battery Module,New York,Model S,221,337,25
9/8/2024,P003,Motor Assembly,New York,Cybertruck,250,1994,13
8/16/2024,P018,Air Filter,Berlin,Model Y,196,1230,18
6/12/2024,P018,Mirror Assembly,New York,Cybertruck,166,374,5
8/14/2024,P007,Air Filter,Berlin,Model Y,25,514,5
5/26/2024,P013,Charging Cable,Fremont,Model S,361,968,5
1/20/2024,P013,Windshield,Shanghai,Model 3,381,1429,7
2/16/2024,P006,Mirror Assembly,Fremont,Model X,204,1053,18
8/20/2024,P003,Charging Cable,Shanghai,Model S,119,1550,4
10/31/2024,P010,Suspension Arm,New York,Model S,316,605,5
1/14/2024,P005,Air Filter,New York,Model 3,459,845,15
5/22/2024,P011,Mirror Assembly,Shanghai,Model S,363,1217,23
1/1/2024,P004,Steering Wheel,New York,Model 3,371,1405,22
2/23/2024,P010,Air Filter,Austin,Cybertruck,204,984,28
9/15/2024,P004,Bumper Cover,Fremont,Model S,454,742,3
5/23/2024,P013,Fuse Box,Berlin,Model S,470,503,17
1/12/2024,P008,Air Filter,Fremont,Model 3,21,1336,17
11/25/2024,P006,Brake Pad Set,New York,Model Y,126,1206,17
8/11/2024,P011,Tire Set,New York,Cybertruck,150,893,13
9/28/2024,P002,Tire Set,Austin,Model 3,74,780,6
12/23/2024,P018,Fuse Box,New York,Cybertruck,466,768,8
6/4/2024,P018,Bumper Cover,Shanghai,Model X,48,463,19
1/8/2024,P012,Coolant Pump,Austin,Model 3,308,1993,8
5/1/2024,P017,AC Compressor,New York,Model X,207,1548,19
12/13/2024,P019,Infotainment Screen,Berlin,Cybertruck,7,1258,25
6/12/2024,P017,Radiator,Berlin,Model 3,13,1958,15
3/30/2024,P004,Fuse Box,Shanghai,Cybertruck,262,1253,18
5/15/2024,P017,Battery Module,Austin,Model S,441,1384,27
7/4/2024,P016,Brake Pad Set,Shanghai,Model Y,430,119,14
11/11/2024,P009,Motor Assembly,New York,Model 3,101,1624,14
6/26/2024,P011,Charging Cable,Fremont,Model Y,92,649,7
1/28/2024,P012,AC Compressor,New York,Model 3,404,1544,28
8/7/2024,P011,Suspension Arm,Fremont,Cybertruck,433,767,23
12/22/2024,P013,Mirror Assembly,Shanghai,Model 3,417,295,11
2/10/2024,P008,Suspension Arm,New York,Model Y,395,222,18
8/15/2024,P014,Radiator,Austin,Model X,231,1636,15
7/10/2024,P018,AC Compressor,Shanghai,Model S,87,270,26
5/24/2024,P014,Headlight Assembly,Fremont,Model Y,189,900,21
7/19/2024,P016,Door Handle,Fremont,Cybertruck,187,1722,5
7/30/2024,P015,Coolant Pump,Fremont,Model 3,67,108,28
8/7/2024,P020,Suspension Arm,Berlin,Model X,25,1571,24
8/27/2024,P007,Windshield,Berlin,Model 3,241,1905,13
2/15/2024,P008,AC Compressor,Shanghai,Model X,89,1156,8
2/4/2024,P006,Shock Absorber,Fremont,Model 3,125,646,24
9/9/2024,P013,Steering Wheel,Fremont,Cybertruck,146,936,5
3/22/2024,P017,Air Filter,Berlin,Cybertruck,482,1371,22
9/12/2024,P008,Air Filter,New York,Model Y,491,643,7
7/15/2024,P011,Air Filter,Fremont,Model Y,180,532,25
10/29/2024,P017,Windshield,New York,Model 3,65,867,17
1/10/2024,P009,Infotainment Screen,Fremont,Model X,474,154,21
11/7/2024,P002,Air Filter,Austin,Model 3,232,1831,5
10/12/2024,P010,Seat Belt Kit,New York,Model Y,282,827,27
8/29/2024,P014,Windshield,Berlin,Model Y,455,1124,8
9/7/2024,P002,Door Handle,Austin,Model 3,24,1629,15
12/30/2024,P005,Coolant Pump,New York,Model S,131,1974,16
1/5/2024,P017,Bumper Cover,Austin,Model Y,21,956,4
4/28/2024,P008,Brake Pad Set,Berlin,Model 3,307,1368,6
10/15/2024,P018,Battery Module,Berlin,Model X,248,415,6
3/5/2024,P008,Headlight Assembly,Austin,Model 3,440,1352,27
5/25/2024,P012,Battery Module,Austin,Model 3,13,1261,19
8/11/2024,P014,Bumper Cover,Berlin,Model S,432,1394,22
8/26/2024,P003,Brake Pad Set,Austin,Model X,261,405,3
6/25/2024,P014,Charging Cable,Fremont,Cybertruck,447,1600,6
9/23/2024,P004,Radiator,Shanghai,Cybertruck,12,978,23
12/6/2024,P001,Radiator,New York,Cybertruck,263,209,28
10/8/2024,P009,Radiator,Berlin,Model Y,26,1615,24
3/3/2024,P014,Mirror Assembly,Shanghai,Model S,269,811,13
8/4/2024,P010,Seat Belt Kit,Fremont,Model X,337,1841,9
12/7/2024,P018,Brake Pad Set,Berlin,Model 3,250,1693,9
11/10/2024,P010,Mirror Assembly,Shanghai,Model Y,332,1102,10
10/9/2024,P007,Fuse Box,Shanghai,Model S,137,1135,9
6/25/2024,P008,Brake Pad Set,Fremont,Model 3,495,1482,5
4/7/2024,P014,Seat Belt Kit,New York,Model S,3,1734,19
4/14/2024,P004,Brake Pad Set,Austin,Model X,99,751,20
4/8/2024,P011,Shock Absorber,Austin,Model X,135,1147,4
11/6/2024,P010,Coolant Pump,Berlin,Model 3,41,1437,23
1/6/2024,P017,Seat Belt Kit,Berlin,Model X,497,994,19
7/15/2024,P005,Fuse Box,New York,Model X,202,1211,16
12/16/2024,P010,Coolant Pump,Fremont,Model S,100,1287,14
5/12/2024,P010,Radiator,Austin,Model X,31,534,16
12/23/2024,P007,Seat Belt Kit,Austin,Model 3,137,1060,16
9/15/2024,P017,Coolant Pump,Austin,Model Y,357,80,22
1/23/2024,P020,Door Handle,Fremont,Cybertruck,378,366,17
2/22/2024,P012,Infotainment Screen,Shanghai,Cybertruck,361,1664,16
6/13/2024,P005,Charging Cable,Fremont,Model S,63,314,21
7/20/2024,P005,Battery Module,Berlin,Cybertruck,355,745,9
3/23/2024,P004,Fuse Box,Fremont,Model X,143,1626,10
5/24/2024,P007,AC Compressor,Austin,Model Y,232,1958,16
3/25/2024,P002,Shock Absorber,Fremont,Model 3,126,1509,23
3/18/2024,P001,Door Handle,Austin,Model 3,383,62,25
12/31/2024,P010,Brake Pad Set,Austin,Cybertruck,400,369,29
1/1/2024,P001,Headlight Assembly,Shanghai,Model 3,442,485,8
2/20/2024,P013,Air Filter,Austin,Cybertruck,63,973,12
6/21/2024,P017,Shock Absorber,New York,Model X,176,1383,14
7/23/2024,P009,Fuse Box,New York,Model Y,36,1294,3
9/16/2024,P004,Bumper Cover,Fremont,Model 3,239,1644,23
10/14/2024,P009,Motor Assembly,Austin,Model X,187,854,23
2/3/2024,P007,AC Compressor,Berlin,Model X,337,1061,28
12/13/2024,P002,Seat Belt Kit,New York,Model Y,35,1999,18
4/4/2024,P018,Battery Module,New York,Cybertruck,199,1373,11
3/12/2024,P015,Charging Cable,Austin,Model X,224,252,29
2/8/2024,P010,Radiator,New York,Model X,17,687,21
6/2/2024,P017,Tire Set,Shanghai,Model Y,371,1599,11
9/6/2024,P007,Radiator,Berlin,Model 3,41,726,6
6/10/2024,P011,Motor Assembly,Berlin,Model 3,293,760,5
4/27/2024,P007,Motor Assembly,Austin,Model Y,292,456,9
9/15/2024,P011,Mirror Assembly,Shanghai,Model S,422,173,20
11/1/2024,P015,Seat Belt Kit,Austin,Model 3,403,535,12
9/24/2024,P019,Windshield,New York,Model X,233,1923,15
2/23/2024,P019,Radiator,Austin,Model Y,267,1742,3
8/23/2024,P010,AC Compressor,Shanghai,Model Y,42,1531,15
8/9/2024,P016,Motor Assembly,New York,Model S,120,1879,9
9/7/2024,P020,Seat Belt Kit,New York,Model Y,176,1675,18
11/8/2024,P008,Suspension Arm,Berlin,Cybertruck,25,1894,12
4/21/2024,P001,Tire Set,Shanghai,Model 3,460,1112,13
9/11/2024,P002,Coolant Pump,New York,Model S,73,551,16
10/29/2024,P010,Suspension Arm,New York,Model 3,291,714,3
7/25/2024,P010,Brake Pad Set,New York,Model Y,240,678,17
8/16/2024,P010,Shock Absorber,Shanghai,Model 3,5,1567,20
12/6/2024,P009,Radiator,Shanghai,Model Y,46,1983,14
3/6/2024,P018,Steering Wheel,Austin,Model Y,486,1837,15
3/15/2024,P002,Mirror Assembly,New York,Model Y,319,1281,10
4/12/2024,P005,Battery Module,Berlin,Model 3,158,1052,22
